id,trust
12340,1
44357,0
39748,0
30602,1
10629,0
36051,0
26219,0
41631,0
25332,-1
16919,0
25713,1
19082,0
32377,0
14853,0
8318,-1
5397,0
17832,1
16918,1
9378,0
38214,0
13106,1
13473,-1
23689,0
25345,1
31709,0
33996,0
42568,1
36883,0
1514,1
14417,1
17084,1
24316,0
30104,0
16351,1
37233,0
7298,1
36999,0
9615,1
8937,0
17969,-1
39912,0
33711,0
13084,0
32503,0
18708,1
20797,0
33285,0
38879,0
7077,0
26646,1
19306,0
35131,0
17371,0
13159,1
25658,1
26021,0
21771,0
8338,0
18725,-1
30286,0
12243,0
21813,0
21783,0
29894,0
13516,1
8798,1
7304,1
36903,0
33631,0
37349,1
38840,0
34160,0
33985,0
19548,0
5359,1
20120,1
41564,0
4212,0
9904,0
37490,0
21770,0
13684,0
29877,1
32598,0
32626,0
30809,0
39308,0
8622,0
6408,0
27785,1
16340,-1
23839,1
11830,0
43852,0
24893,1
42295,0
33853,0
5606,-1
36362,0
9648,0
6797,-1
38842,0
34301,0
12828,1
5246,1
5508,1
32167,-1
10552,-1
19956,1
36870,0
18634,0
2131,-1
39540,0
17264,1
30544,0
12613,1
36379,0
10411,0
34122,0
18360,1
15426,0
36984,0
36170,0
12273,0
10475,0
28819,0
9383,-1
5135,0
26889,1
5257,-1
41313,0
31853,0
13918,-1
3223,1
5787,0
13275,0
42574,-1
6379,1
22684,1
24702,0
1553,1
5990,0
4726,0
19985,0
26006,1
24469,1
26137,0
12986,1
5644,0
8681,1
30311,0
37535,0
36404,0
33329,0
5653,0
19412,1
44422,0
30124,-1
3610,0
27485,1
28052,0
19929,1
16968,0
15269,-1
10801,1
39497,0
30506,-1
6105,-1
37534,0
18925,1
623,1
30429,-1
15316,1
31613,1
271,1
43477,0
28105,1
29178,0
29869,1
40214,0
1706,1
28113,1
37669,0
4236,1
40772,0
26593,1
8344,1
28804,1
31385,0
17468,-1
32370,0
10701,1
20003,1
29359,-1
16674,1
39058,0
31519,1
25839,0
5576,0
42878,0
8707,0
40961,1
43253,1
26977,1
34120,0
28346,1
28562,1
16562,0
41634,0
43300,0
4477,1
13555,0
21639,1
30258,-1
36128,0
38242,0
613,0
23623,0
2350,1
4200,1
41123,0
29952,1
32871,0
8219,1
15207,1
6065,1
27247,1
25691,1
26787,1
12863,0
43528,0
25467,1
27085,0
20585,1
41849,0
38533,0
33899,0
42418,0
29988,1
7022,1
20026,1
24889,-1
41143,0
8564,0
39803,0
16389,0
11583,-1
5452,0
13483,0
6042,1
20168,1
4616,0
42690,0
5953,1
25311,1
2184,0
658,0
20520,0
37345,1
32061,1
40390,0
4705,0
32745,0
23797,1
2995,0
24186,1
25513,1
26537,1
11982,0
456,1
7163,0
21987,0
17203,1
13700,0
31447,-1
30936,0
29616,1
16438,1
25925,1
33076,0
16279,0
38733,0
95,1
24370,0
42875,0
4128,0
31125,0
32596,0
6373,1
323,1
39818,0
9997,0
8667,1
40967,0
27741,-1
32512,0
29779,1
27682,1
22129,0
22744,1
31010,0
43882,0
25474,0
31410,0
32732,0
10504,-1
4095,0
34095,0
40022,0
33003,0
14530,1
13329,1
2412,1
15022,0
40336,0
227,1
12034,1
12200,0
29390,-1
24487,1
31009,0
8925,0
41905,0
24425,1
32795,0
19430,1
16773,1
22888,-1
8150,1
10490,1
37626,0
39676,0
12992,0
34418,0
13009,1
26777,0
37508,1
33376,0
9438,-1
4248,1
37012,0
32062,0
18312,0
4262,1
32179,1
2374,0
43579,0
42386,0
36948,0
42995,0
6125,1
24773,0
11838,1
16766,1
6082,1
18585,1
28233,-1
41221,0
22045,1
15052,0
43455,0
10771,1
14832,1
10474,0
9765,0
41277,0
32068,1
4395,1
41956,0
39715,0
40847,0
37740,0
31861,0
7293,0
22701,1
42920,0
40347,0
20667,0
4424,1
10016,1
6235,0
40382,0
1980,0
39944,0
12073,0
17113,0
41427,-1
6296,1
43652,1
32699,0
41298,1
22086,1
36296,0
12050,0
21838,0
25021,1
9715,1
1793,-1
11797,1
39955,0
13618,1
12975,0
1961,1
1489,1
1580,0
22812,-1
29426,-1
9040,1
18921,0
42937,0
195,1
26602,1
21725,0
28543,1
118,1
16669,1
40091,0
10762,1
7388,1
16168,0
26699,0
39443,0
8050,0
3759,1
8175,1
13883,1
43164,0
8488,0
32128,-1
30012,1
30605,1
16853,1
21990,0
40916,0
14214,1
3364,0
18421,1
36951,1
25941,1
39896,0
41070,0
14410,1
38623,0
32023,-1
41462,0
16014,1
35871,0
5591,1
13533,1
33333,0
42514,-1
16778,1
21477,-1
219,1
24274,0
2244,1
42621,-1
707,1
4225,0
3061,0
25246,-1
17146,0
24728,0
29437,1
44251,-1
5841,0
5263,1
16361,0
40933,1
27582,1
36003,0
23845,1
12079,0
30084,0
21722,-1
37485,-1
13487,0
21967,0
41653,-1
20624,1
33557,0
25756,1
28013,1
5620,1
11826,1
9583,0
36209,0
21961,0
10388,1
12549,1
44068,0
19074,0
27979,0
20598,0
37773,1
12976,0
16667,1
25661,1
37259,0
17266,0
4100,1
25711,0
13214,1
151,1
22152,0
2645,0
3739,0
31104,1
13948,-1
28986,0
39062,0
43387,0
30618,0
860,1
2408,0
43899,0
1907,-1
36551,0
25974,1
13234,-1
15019,1
24833,0
2307,0
10140,0
7481,1
6163,1
34093,0
30988,1
4303,1
24848,1
43677,0
12112,1
18881,0
2580,0
31865,-1
2339,1
24431,0
9680,1
5087,0
9617,0
7518,1
11948,0
19239,0
16499,1
23938,0
39880,0
13866,-1
8592,0
22827,1
21099,0
12719,0
25347,0
27447,0
24020,1
22926,1
3578,0
28887,1
36898,0
18326,1
10693,1
16859,1
32981,0
12285,0
18432,1
22000,1
31555,0
39864,1
32905,-1
10148,1
12402,0
33245,-1
21951,1
26382,1
668,1
12005,1
13620,0
18647,0
35599,0
23910,0
3308,0
43239,0
22660,1
39515,0
18680,1
24019,1
36972,0
31661,0
8715,1
15068,-1
25717,0
42725,1
36351,-1
4666,1
25956,1
31662,0
12428,0
6038,0
20707,-1
16285,1
43406,-1
36987,0
26354,0
43492,0
41450,0
28481,1
22831,1
24077,-1
4326,0
21840,1
21849,0
18672,1
6411,0
6386,1
2400,1
15360,-1
16599,1
10402,-1
4125,1
39759,0
40273,0
12769,1
19112,1
4444,1
4299,0
44440,0
25955,1
2941,0
25622,0
27143,1
26406,1
41407,0
14884,1
2545,1
40487,0
6126,1
12218,1
13099,1
14570,0
43043,0
4582,-1
594,1
25122,0
38377,0
5121,-1
38823,0
32040,1
4854,1
16431,1
8028,0
6110,-1
35488,0
9363,1
38466,0
9717,1
41679,0
20101,0
30031,0
12226,1
34080,0
17069,-1
27719,-1
1988,1
6192,1
21156,1
27996,0
25377,1
11558,1
42679,-1
5093,0
1086,0
42742,0
40956,0
21721,0
40906,0
19146,1
2146,1
14465,0
39600,0
36519,0
12923,0
39834,0
1579,0
9483,1
18763,1
21782,1
43835,0
39767,0
3047,0
6999,1
28024,0
30137,1
1599,1
9069,0
14584,1
6436,0
2054,0
29163,0
8220,0
40118,-1
19951,1
32359,0
27061,0
38041,0
20059,0
19487,0
37584,0
14510,0
43223,0
31788,-1
36920,0
17160,-1
25847,1
5013,0
42085,0
31871,0
39799,0
36587,0
36141,0
14035,1
29495,0
42383,1
18720,0
1780,1
27313,-1
19493,1
18692,1
12564,0
25072,0
19330,1
33736,0
34329,0
44203,0
43971,0
14342,1
30758,1
32187,-1
4076,0
5348,1
31233,0
8788,0
36025,1
16597,1
32326,0
30210,1
6758,-1
35502,0
363,-1
12997,0
29611,1
34254,0
39327,0
33514,0
12101,1
17488,0
9571,-1
6069,1
14164,1
3049,0
16419,1
2410,0
33302,0
4342,1
5762,-1
27234,1
25201,0
12366,0
16386,0
24846,0
24285,0
1721,0
31131,0
16651,1
34352,0
9831,0
28882,0
42310,1
5615,0
14340,1
13421,0
21358,0
11878,0
34420,0
27183,-1
2012,1
16784,1
33400,0
43301,1
30239,-1
20781,0
37314,0
38167,0
19128,0
9665,0
26160,0
5832,0
20744,0
38898,0
31094,0
3976,1
16646,1
39133,0
4101,1
40170,0
1604,1
39923,0
29610,1
4019,1
3080,-1
25580,0
26476,1
5797,1
4682,0
26232,1
26155,1
26115,1
2091,1
16857,0
30190,-1
22776,1
22799,1
27836,1
6799,-1
35927,1
16192,0
3868,1
21571,1
24598,0
20008,0
22072,0
2395,1
24407,0
5741,1
41510,0
5214,1
39162,0
23203,0
37285,0
16917,0
27244,1
29819,1
2357,0
26545,1
26244,1
7498,0
35496,1
17181,0
3157,0
2730,0
9210,0
12298,0
20504,1
28803,1
31397,0
13246,0
25564,0
5060,1
27667,0
14648,1
10727,0
506,0
44511,0
26705,1
7030,1
38516,0
15417,0
28474,1
4801,1
40061,0
420,-1
30390,0
2030,1
27066,0
8509,0
43155,0
31513,0
25866,1
4181,0
6973,0
21938,-1
36321,-1
42648,0
29626,1
29159,1
43184,1
2397,-1
4864,-1
43231,0
13954,0
44353,0
23709,0
4160,1
18827,1
9822,1
29514,-1
4662,0
25772,0
29678,1
8143,-1
14918,0
11572,0
33697,0
36721,0
38599,0
11812,1
8861,0
37679,0
29764,1
43350,0
16732,1
41535,0
3003,0
12284,1
25290,0
29442,0
2543,0
8679,0
41169,-1
11767,0
15540,0
26318,0
13641,1
19620,1
29124,-1
31135,0
28829,0
8394,0
31486,0
29345,0
22054,1
43942,-1
27480,0
6502,1
20239,1
13515,0
37401,-1
44616,0
18648,0
319,1
12983,1
31127,0
33055,0
25211,0
20654,1
40059,0
29424,0
9568,0
11846,0
33130,0
7092,1
38905,0
37683,0
36964,0
31566,0
4915,1
33983,0
37733,1
40476,0
139,1
12510,1
16851,0
2393,-1
14942,0
8239,1
13845,0
3950,0
20030,1
29572,1
16688,0
43209,-1
844,0
17273,1
23238,1
37693,1
22664,1
32813,0
36317,-1
16355,0
28910,0
18545,1
31089,0
35936,0
14440,1
32569,0
34340,0
18228,1
33909,0
9184,0
5665,0
27378,0
6315,1
30585,1
8301,0
24239,0
16759,0
5183,0
121,1
19351,0
4735,1
4043,1
14650,0
16390,1
28046,0
14865,1
34342,0
12473,1
37236,0
24400,1
26095,0
43557,-1
25704,1
42853,0
9358,0
41301,0
6632,0
40516,0
5361,0
32063,0
14605,0
12268,1
23708,-1
16692,0
39800,-1
36133,0
6187,1
27018,1
13818,1
43185,0
12130,1
8543,0
5921,1
38134,0
40018,0
2316,1
10449,0
37611,-1
25193,-1
33802,0
15209,0
5487,1
6328,0
14204,-1
40128,0
17027,1
40639,0
5368,1
22143,1
30536,0
25981,1
43292,-1
13118,0
14554,1
11993,0
43439,0
37762,0
7943,0
14337,0
10191,-1
18923,1
43316,0
23692,1
12321,1
30072,1
4558,0
41264,0
42696,-1
567,1
1525,1
42228,0
15382,0
17940,1
23898,0
7614,1
31811,0
36463,0
6313,1
3147,0
30950,-1
10689,0
24921,0
3720,-1
30763,1
17347,-1
4405,-1
8392,1
29118,0
38229,0
27500,1
5765,0
7011,1
9229,0
43709,0
31536,-1
43464,-1
37745,0
35635,0
30229,0
34110,0
27286,1
8698,0
4329,0
32520,0
13024,1
26607,1
9097,0
19093,1
31848,0
38509,0
43839,0
39936,0
43924,0
21440,0
38895,0
26844,1
30161,-1
34006,0
9098,0
25472,0
9159,0
16644,1
27044,0
20214,0
36934,0
26678,1
13878,1
35986,0
13432,1
2171,1
10065,1
26234,-1
2364,0
2857,1
9783,0
2300,0
43743,0
7253,1
401,1
17295,1
33083,1
40549,0
39550,0
29938,1
24220,0
33261,-1
40338,0
44332,0
5851,0
18640,0
6518,1
34092,0
3457,0
9171,0
9095,0
18519,1
29097,0
13120,1
25685,1
10486,1
42237,0
19029,0
31717,0
10047,1
18705,1
26954,0
39284,0
10128,1
119,0
13136,1
9072,1
8097,0
40990,1
27692,1
36268,0
4371,1
7156,0
23653,0
3092,0
15297,0
17199,0
24980,0
12711,1
13992,1
38700,0
33469,0
26506,1
14459,1
22023,0
12062,0
20319,0
8897,1
26303,0
24078,0
24126,0
43674,-1
26222,1
5545,0
14855,1
21520,0
42943,0
8107,0
29811,-1
30594,1
40653,0
3081,1
8719,0
30720,1
16553,0
33033,0
20190,1
20048,1
685,0
40818,0
6027,0
43638,-1
1520,0
24898,-1
2207,1
13389,1
2057,1
689,1
7096,1
38117,0
9901,1
17492,0
25226,0
14994,0
31607,0
12346,0
9594,1
13384,0
10605,1
8449,0
4862,-1
28072,1
19991,0
5029,-1
14477,0
9711,0
5901,1
35898,0
4877,0
642,1
30195,0
38553,0
20354,1
31734,0
358,0
9589,1
367,1
16472,1
41290,0
41055,0
21150,0
15065,-1
7817,1
43957,0
14305,1
8163,0
10184,0
26973,1
32654,0
8436,0
6319,1
8780,0
24402,1
26831,1
14153,1
14764,1
21966,0
31472,1
13291,0
13192,1
6108,1
17606,1
5346,0
10448,-1
33905,0
41646,0
28037,1
6199,1
25194,1
22687,1
10324,1
16960,1
30892,1
22746,1
43457,-1
18868,0
34446,0
6426,1
37842,0
34228,0
23747,1
5565,0
12493,0
38058,1
26805,0
31877,0
12673,1
4030,1
27865,0
26305,0
14741,1
2890,1
16561,1
9714,0
9574,-1
23895,0
30631,0
2117,1
32403,0
4364,0
4257,0
36536,0
27680,0
28173,0
5497,1
36238,0
25297,0
22009,0
13844,-1
14877,1
13344,0
13295,0
6149,0
7281,0
13343,1
10522,1
1482,1
5350,0
14356,1
37255,0
2672,0
19199,1
30054,1
485,0
37943,-1
16205,0
39904,0
5530,1
33116,0
9267,1
5533,0
30016,0
19167,0
42243,0
24956,-1
16879,0
38204,0
632,1
31901,0
27294,0
720,1
22131,0
13307,0
42859,0
27021,0
29657,1
29860,0
29914,0
10774,0
44502,0
32461,0
28930,0
3808,0
12674,0
31672,0
24344,0
20403,0
14557,1
16480,0
8962,0
19153,1
5667,1
19184,1
27160,1
5468,0
18789,0
8675,0
37632,0
21676,0
10169,1
29785,1
33058,0
37988,0
20724,1
5725,0
19234,0
43170,0
41069,0
26712,1
8377,0
33969,0
36454,0
36132,0
12991,1
6803,0
21334,0
31014,0
8181,0
2108,1
35549,0
12829,1
8215,0
26389,-1
14814,1
8572,0
24061,1
25626,1
32646,0
9676,1
33646,0
41530,0
12416,1
29957,1
16284,-1
26229,1
4613,1
7122,0
42380,0
6191,0
34405,1
41050,0
8252,0
33960,0
41713,-1
573,1
17385,1
12182,1
8254,-1
24291,1
38621,-1
30213,1
35519,0
16979,1
20394,1
29663,1
31692,0
35608,1
12860,0
28033,0
24033,1
39298,0
4757,1
37193,0
6904,0
25958,-1
2095,1
2392,-1
10528,1
23965,-1
36974,0
37099,0
4380,1
24640,0
25850,-1
13064,1
42681,-1
40051,0
19999,1
10608,1
41997,0
40460,0
36496,0
21931,0
2681,0
28907,1
39810,0
41792,-1
4572,-1
5956,1
40864,0
19297,-1
24421,0
31120,0
5560,0
35658,0
9219,1
24780,-1
20357,0
3464,-1
29410,1
27406,1
4521,1
7579,1
32094,0
10456,1
7954,0
33874,0
35818,0
12055,0
42366,0
16523,1
19210,0
29212,0
12770,0
397,1
14771,1
5316,0
5104,-1
2496,0
44521,1
4441,1
36980,0
33977,0
26876,0
28855,1
31301,0
23135,-1
8846,0
40577,0
9551,1
26758,1
37291,0
33411,0
36354,0
41765,0
14811,1
29655,1
40927,0
40323,1
1469,1
810,1
36026,0
12757,1
12194,-1
43458,0
25441,0
27706,1
2013,1
4015,0
20265,1
6940,1
29830,-1
1501,0
37951,0
365,1
38092,0
25949,1
6448,0
44051,-1
6010,0
3300,1
16992,1
22889,1
16906,1
14420,0
29417,1
12781,0
9612,0
4144,1
6958,1
9078,0
18953,1
645,1
30439,0
38026,0
14777,1
6211,1
20173,0
18753,1
6910,-1
43247,0
25452,0
20299,1
25453,1
9413,-1
20097,1
13644,0
6295,1
14181,1
25296,1
34003,0
24629,0
3068,1
8265,0
7972,1
43144,0
29769,1
19345,0
34544,0
31748,1
1636,0
12924,0
18118,0
5548,0
1683,1
36506,0
6023,1
36104,0
31200,0
13285,-1
40879,1
16847,0
5053,0
34357,0
12098,0
5422,0
30287,1
42717,-1
30568,0
2504,1
20226,1
32282,0
28659,1
27146,0
38740,0
20154,1
26344,1
13767,1
4171,1
20011,0
37904,1
25743,1
29804,1
37243,0
44431,0
42305,0
4957,0
1850,1
17289,1
18280,1
8079,0
33716,0
27230,-1
41799,0
16577,-1
28724,1
28142,0
23869,-1
43918,0
20349,0
8812,-1
12054,0
4354,1
26920,1
33655,0
26193,-1
88,1
19148,0
27053,0
8438,0
32687,-1
43692,0
4815,0
35041,0
9566,1
26142,1
9361,0
19103,0
8511,0
5894,0
40910,0
28939,1
43381,0
92,1
40094,0
3734,0
21953,1
8205,1
43953,0
2421,1
9337,1
15361,1
34447,0
13047,0
16746,-1
41637,0
4163,1
4224,1
24747,0
41816,-1
33570,0
22718,1
9067,0
32676,0
37597,1
36119,0
38848,0
14503,0
10287,0
20251,1
36990,0
4094,1
13345,1
42569,0
43451,0
21634,0
2382,1
12217,1
7222,1
14717,1
32742,1
36440,0
8540,0
20221,0
38334,0
30513,1
29755,0
31417,0
22150,0
41010,0
32446,0
31629,0
13443,0
27763,1
38759,0
23752,1
20230,1
36028,0
42651,0
30110,-1
8409,1
14788,-1
8151,0
16770,0
27948,1
43690,0
16229,1
25853,0
39660,0
38643,0
2163,0
13320,0
6078,1
31068,0
27384,1
38341,0
9387,1
24076,0
28530,1
38130,0
12035,1
13465,-1
16717,0
21936,0
38835,0
28704,1
8434,0
30146,-1
35973,0
32996,-1
3581,0
37176,0
31392,0
29917,0
31828,0
17980,0
32033,0
29507,1
27566,1
7983,1
11755,0
24208,1
9909,0
7137,0
5727,0
32849,0
4374,1
43345,0
33454,0
5673,1
33949,0
34253,0
25495,0
26141,1
23608,1
18924,0
6560,0
12056,0
6911,0
23402,1
41081,0
25582,0
5569,0
8083,1
5339,-1
42241,0
368,1
30729,0
21400,0
18987,0
13467,0
41895,0
5098,-1
40077,0
19584,0
41096,0
43232,1
32173,1
14596,1
17257,1
12206,0
30962,0
30514,0
8253,0
44269,1
39819,1
24690,0
37561,-1
5385,1
18182,1
8615,0
6284,1
9527,0
705,0
40505,0
12988,1
519,1
34332,0
21096,0
24983,-1
39914,1
26099,0
29696,1
31369,0
16894,1
616,1
10246,1
13239,0
44058,0
36530,0
41508,0
9694,1
2194,0
32932,0
42267,0
25528,-1
38506,0
26539,1
5078,0
18523,0
19380,1
21640,1
37646,0
9251,-1
43372,0
27210,1
5119,1
38850,0
4925,1
29513,1
16658,0
37011,0
3764,1
26566,1
36098,1
37691,-1
42566,0
26054,0
8270,0
10587,0
8287,1
21877,0
4742,0
27048,0
36356,0
40999,0
31823,0
38188,1
39741,-1
2683,0
39038,-1
25175,0
12168,0
18286,1
14189,1
779,1
9018,1
24009,1
30272,0
42275,0
20413,1
4883,1
40904,0
42152,0
5964,1
30786,1
31678,0
2630,-1
17225,0
10855,0
38542,0
2023,-1
33565,0
37914,0
9720,1
12221,0
8625,0
16920,0
29748,1
16889,1
33779,0
44352,0
37199,-1
42505,0
8918,0
18911,-1
9234,0
40376,0
13581,1
20298,0
12012,1
13390,1
26933,0
8943,0
10407,0
10514,1
18643,0
13738,0
37341,0
43227,1
29910,-1
31707,0
25554,1
43507,0
44519,0
803,1
41214,0
38937,0
16832,0
2001,0
24533,0
30952,0
44043,-1
43873,1
16948,-1
41797,0
15071,1
24060,1
34381,0
43078,0
12097,0
29929,0
8302,0
25124,1
31110,0
43728,-1
4497,1
25940,0
32724,0
9657,0
36513,0
12180,1
43006,0
25130,0
36695,0
14301,1
35912,0
17252,0
5684,-1
12312,1
42820,0
12570,0
29781,1
12325,1
38975,0
23150,1
13976,0
1802,1
19324,1
284,1
29670,1
27279,-1
16994,0
8137,0
42942,0
11549,1
8477,0
9958,0
43483,1
13481,1
17222,-1
4017,1
17886,1
12110,1
5251,-1
29802,1
40488,0
30620,1
1805,0
8426,0
26996,1
34153,0
30477,-1
8348,0
34428,-1
24250,0
13556,-1
11983,1
12119,0
40391,0
28624,0
37271,0
1909,1
38866,-1
18199,1
27111,1
10570,1
17062,1
25683,-1
18653,-1
40451,0
14247,1
44468,0
157,1
14114,0
9753,0
18619,-1
7026,0
34091,0
10175,0
25524,0
3810,1
31924,0
5327,1
35717,0
15006,0
32697,0
13222,1
19280,1
2050,1
21767,0
345,1
12748,0
30526,0
31384,1
19299,-1
44429,0
40901,0
12379,0
30171,1
40137,0
33017,0
17186,-1
19130,1
12669,-1
20241,1
15232,0
21107,0
25966,1
29961,-1
37411,0
41045,0
5311,0
34087,0
38825,0
40966,0
34549,0
40190,0
2065,0
33589,0
27846,1
37210,0
43712,0
13824,1
22805,0
20393,0
39790,0
36545,0
34115,0
34551,-1
30316,0
18991,0
27355,0
6672,0
31054,0
8803,0
9138,0
9970,1
43519,0
29944,0
501,0
2130,0
24907,0
18990,1
12806,0
33470,-1
17193,1
41395,0
16937,0
44000,0
5666,0
43866,-1
10747,1
14218,0
27205,0
2271,1
6497,1
718,1
11675,-1
31087,0
17065,1
440,1
14578,0
26773,1
7665,1
30197,-1
36021,1
37879,0
8746,0
42633,0
14158,1
30900,0
24545,1
26209,1
31309,-1
32125,0
40197,0
16487,1
19269,0
6083,1
19369,1
43218,0
26266,1
5618,1
40625,0
30018,-1
44419,0
8891,0
18101,0
5955,0
36079,0
28213,0
27073,0
18325,0
9406,-1
25650,1
37140,1
39558,0
35609,0
43321,0
32573,0
4855,0
20604,-1
17189,0
32374,0
721,1
8906,0
17449,1
4876,0
13758,1
20486,0
42262,0
23912,1
14390,0
23690,0
30904,-1
33233,0
13292,0
26324,1
44393,0
3117,1
10447,0
17092,1
43961,-1
12282,0
32556,0
19580,-1
12861,0
36569,0
39924,1
30556,1
29227,0
31322,-1
33335,0
10166,1
5367,1
26279,1
19256,1
4715,0
30358,-1
5753,1
22085,0
1554,0
27916,0
30877,0
14016,1
12414,1
17701,1
2044,1
19879,0
26223,1
26522,1
5369,1
38745,0
39568,0
32567,-1
18670,1
17855,0
29759,-1
27154,1
18962,1
416,1
41880,0
12128,0
34451,0
7126,0
19569,1
37382,0
13266,1
4816,0
37738,0
44493,0
37583,0
21852,0
43950,0
42492,0
10373,1
37521,-1
743,0
39786,0
16809,1
29519,1
43809,0
31220,0
9994,0
44485,0
17269,0
37700,-1
3228,-1
40078,-1
36112,-1
9775,0
6932,1
25912,1
38011,0
26165,0
29827,0
709,1
5219,0
37681,0
4316,0
14521,1
25422,1
43086,0
37787,-1
37281,0
33541,0
6046,1
19758,1
18635,-1
8999,0
33408,0
18897,-1
43120,0
25610,1
8645,0
7988,0
36562,0
9124,0
40511,-1
13823,0
10327,0
43075,0
26230,1
27507,-1
4913,0
25877,0
41121,1
40079,0
36979,0
39188,0
13262,1
13200,1
23765,1
8379,1
41483,0
29839,0
24300,1
33118,0
43587,0
24753,0
12548,0
29875,1
5986,1
29844,1
33098,0
231,1
32451,1
24901,1
34467,-1
4251,1
31714,0
34738,0
42864,0
27137,0
29235,0
9225,-1
38679,0
30806,0
41105,0
18556,0
26653,1
20074,0
36360,-1
16605,0
39051,-1
6214,1
39948,0
26439,1
16477,-1
32069,0
16975,1
13333,1
37188,0
39805,0
26387,1
33783,0
40420,0
38008,0
14206,1
40044,0
14160,1
10756,1
31994,0
26652,1
4634,0
41168,0
36639,0
43201,0
19233,-1
44416,0
33326,0
26532,1
23083,1
22726,1
43781,1
33206,0
35493,0
40943,1
34498,0
21376,0
42639,0
6356,-1
34430,0
2945,0
4964,0
17121,0
5108,-1
40567,0
8574,0
569,0
33264,0
40241,0
25780,1
28878,1
42922,0
17677,0
39978,1
17527,-1
41595,0
25917,1
16535,0
27783,1
26049,0
25736,0
13604,1
13927,1
24067,0
14382,1
27216,1
21702,1
28051,1
36571,0
33600,-1
32098,0
41856,0
43739,0
29963,-1
11538,1
2330,1
26092,0
37791,0
30086,0
26809,0
5401,-1
36401,-1
10055,0
31956,0
23949,1
18303,1
31332,1
1897,1
17908,0
36076,0
14402,0
38864,0
26842,1
23168,1
34695,0
21523,0
41842,0
10056,0
29389,1
24877,0
19026,1
31404,0
15462,-1
32105,0
39783,0
32842,0
13223,1
32453,0
42453,0
15408,0
332,-1
12254,0
2704,0
6937,1
11813,0
25666,0
23005,1
1630,0
33829,0
41026,0
9896,0
12335,0
27903,1
4399,0
27947,1
2009,0
37170,0
27698,1
25368,0
21845,0
15286,0
29379,1
8279,0
25292,0
5329,1
38057,0
27552,0
35969,0
36593,0
12421,0
19028,1
16407,1
16527,0
4362,0
37917,0
9703,1
6041,1
25215,0
17035,-1
34378,-1
31061,0
27909,0
40052,0
44570,0
10010,0
38612,0
29328,-1
8960,0
30690,0
31490,0
40421,-1
26780,1
837,1
43925,0
39965,0
8241,0
23010,0
9814,0
33443,-1
33253,0
44320,0
9659,0
42676,-1
44088,0
5600,0
33807,-1
8115,-1
2430,1
30036,-1
12807,0
32999,0
39032,0
29673,0
36350,1
39619,0
23777,1
28814,1
374,1
354,1
10151,1
14038,1
12212,0
42244,0
26745,1
8000,1
4368,1
5317,-1
25383,1
8341,1
3522,1
17185,-1
21906,0
20496,1
30968,0
14808,0
38606,0
12155,0
34163,0
27629,0
16410,-1
6862,1
19720,1
4904,1
14031,0
9986,0
2724,0
23833,0
36481,0
24445,0
17741,0
9631,1
39529,0
37580,1
23091,1
43470,0
19310,-1
41779,0
10683,1
42467,0
10372,0
1625,1
24275,1
12374,1
619,1
34248,0
13930,-1
3194,0
44048,0
2365,1
14919,0
30865,0
27825,1
36145,0
12789,0
8933,0
2066,1
8333,0
12485,1
4734,0
24689,-1
30983,1
4013,1
8199,0
26235,1
33564,0
234,0
9687,0
27415,1
27610,1
26755,1
9664,1
33031,0
35522,0
39172,0
40130,0
26409,1
26411,1
29734,-1
30974,0
35949,0
36977,0
10624,1
38671,0
24405,1
23570,-1
10337,-1
9792,1
8775,0
38319,0
38709,0
10289,1
29393,0
740,1
15011,1
18180,-1
4151,1
32041,0
26138,1
26458,0
11695,1
8658,0
5355,1
12296,0
5173,0
22658,1
35675,0
5801,-1
41603,-1
4317,0
22854,1
28960,1
761,1
28720,1
37084,0
4323,0
6100,1
30028,1
31279,0
33412,0
18236,1
7317,1
30295,-1
8834,0
25443,1
24832,-1
41036,1
714,-1
31818,0
15133,-1
12566,0
20127,0
32248,0
3284,0
10243,0
36855,0
43367,0
41020,0
6416,1
10362,0
43967,0
2170,1
27174,0
33954,0
14190,1
30151,-1
29842,1
16785,1
28861,0
18639,1
16693,0
33871,0
37256,0
41404,0
26896,0
41897,-1
19586,1
43473,0
42429,0
21853,0
22834,0
14813,1
18332,0
41317,0
3909,0
32702,0
4052,0
35570,0
30064,1
28888,0
13261,1
35114,-1
21266,-1
6951,1
4929,0
12768,1
4148,-1
38772,0
40830,0
26663,1
36634,0
13484,1
43117,-1
10064,1
30096,-1
8423,0
25058,0
6205,1
16220,0
15038,0
4229,1
22146,1
20126,1
13774,1
25173,1
37488,0
41798,0
28422,1
4085,1
10069,0
39641,0
31904,0
28957,-1
16751,1
16928,0
13686,1
29787,0
14519,0
9020,0
4111,0
27298,1
12717,1
43079,0
18654,0
12543,1
4135,1
11740,0
1704,0
25184,0
19942,-1
41748,0
27477,1
12859,0
40238,0
41606,0
32907,0
41288,0
12111,1
29108,0
19735,0
35703,0
9563,0
15281,-1
33271,0
25591,1
30515,1
13909,1
16728,1
43133,0
44020,-1
37329,0
30331,1
14651,1
16611,1
14679,0
23899,1
12952,0
10596,0
19516,-1
21704,0
13350,1
814,1
1504,0
1851,-1
40543,0
2932,0
143,1
8614,0
27973,1
4863,0
16633,0
44577,0
14345,0
27486,0
14514,0
14612,1
32237,-1
27440,1
15532,0
32127,1
14308,1
8343,1
4246,1
22681,0
